record_id,row_no,description,priority,status,remark,planner,proposer,like_count,created_time,like_users,rating,screenshot_count,problem_image_count,attachment_count,attachment_paths,raw_cells_json
rec27vNqEmLcNc,11,在战斗激烈的场景下，非战斗界面元素应支持隐藏功能。战斗过程中希望留出更多区域展示战斗、战场、数值相关信息，而非保留这些常驻面板。,,,,李尧,仝夏瀛,0,2026-06-04 14:37:35,,,1,1,2,"[""C:\\Users\\Administrator\\Documents\\New project\\feishu_base_export\\attachments\\011_rec27vNqEmLcNc\\截图_01_image.png"", ""C:\\Users\\Administrator\\Documents\\New project\\feishu_base_export\\attachments\\011_rec27vNqEmLcNc\\问题描述图片_01_2026-06-01T08-02-48-764Z-qa2qoy.jpg""]","{""描述"": ""在战斗激烈的场景下，非战斗界面元素应支持隐藏功能。战斗过程中希望留出更多区域展示战斗、战场、数值相关信息，而非保留这些常驻面板。"", ""截图"": [{""file_token"": ""OONGbWKXZo8NORxY2yHc0hj6n5b"", ""name"": ""image.png"", ""size"": 1960332}], ""优先级"": null, ""状态"": null, ""备注"": null, ""策划"": [{""id"": ""ou_ff6fd02a025c4450056b8e8d725d3408"", ""name"": ""李尧""}], ""提出人"": [{""id"": ""ou_24c7971a3d10e864bce81a21ebe76a41"", ""name"": ""仝夏瀛""}], ""点赞人数"": null, ""创建时间"": ""2026-06-04 14:37:35"", ""点赞/取消人员列表"": null, ""问题描述图片"": [{""file_token"": ""X2VibyudnoY5lTxYZtLcgOf4nkh"", ""name"": ""2026-06-01T08-02-48-764Z-qa2qoy.jpg"", ""size"": 505632}], ""评分"": null}"
recvllJGEQVbMa,12,,,,,李尧,仝夏瀛,0,2026-06-04 14:37:35,,,0,0,0,[],"{""描述"": null, ""截图"": null, ""优先级"": null, ""状态"": null, ""备注"": null, ""策划"": [{""id"": ""ou_ff6fd02a025c4450056b8e8d725d3408"", ""name"": ""李尧""}], ""提出人"": [{""id"": ""ou_24c7971a3d10e864bce81a21ebe76a41"", ""name"": ""仝夏瀛""}], ""点赞人数"": null, ""创建时间"": ""2026-06-04 14:37:35"", ""点赞/取消人员列表"": null, ""问题描述图片"": null, ""评分"": null}"
recvkaHaMOlvyG,13,"生产线槽位适合做成长反馈——>（让玩家希望填充产线而增加打虫的动力，数值循环变强——因为效率设计后置
可以考虑在玩家等级上投放一些
玩家前期如果不填充产线很难自发意识到需要通过重复刷虫子来升级",P2,,,刘洋,仝夏瀛,0,2026-06-04 14:37:35,,,0,1,1,"[""C:\\Users\\Administrator\\Documents\\New project\\feishu_base_export\\attachments\\013_recvkaHaMOlvyG\\问题描述图片_01_2026-05-27T08-40-39-939Z-4erq8g.jpg""]","{""描述"": ""生产线槽位适合做成长反馈——>（让玩家希望填充产线而增加打虫的动力，数值循环变强——因为效率设计后置\n可以考虑在玩家等级上投放一些\n玩家前期如果不填充产线很难自发意识到需要通过重复刷虫子来升级"", ""截图"": null, ""优先级"": [""P2""], ""状态"": null, ""备注"": null, ""策划"": [{""id"": ""ou_4904430abbf99b4d7d8fa0c21760fbf2"", ""name"": ""刘洋""}], ""提出人"": [{""id"": ""ou_24c7971a3d10e864bce81a21ebe76a41"", ""name"": ""仝夏瀛""}], ""点赞人数"": null, ""创建时间"": ""2026-06-04 14:37:35"", ""点赞/取消人员列表"": null, ""问题描述图片"": [{""file_token"": ""ObwebBWhSowAtlxqbz5ci57En4f"", ""name"": ""2026-05-27T08-40-39-939Z-4erq8g.jpg"", ""size"": 720656}], ""评分"": null}"
rec27w6xyoaO6f,14,有每日免费抽奖时希望有红点提示,P1,处理中,[https://project.feishu.cn/t0k6tk/issue/detail/7005992825](https://project.feishu.cn/t0k6tk/issue/detail/7005992825),刘洋,仝夏瀛,0,2026-06-04 14:37:35,,,1,1,2,"[""C:\\Users\\Administrator\\Documents\\New project\\feishu_base_export\\attachments\\014_rec27w6xyoaO6f\\截图_01_image.png"", ""C:\\Users\\Administrator\\Documents\\New project\\feishu_base_export\\attachments\\014_rec27w6xyoaO6f\\问题描述图片_01_2026-06-02T02-44-27-837Z-15wq41.jpg""]","{""描述"": ""有每日免费抽奖时希望有红点提示"", ""截图"": [{""file_token"": ""PjNLb6vrxo5HiSxBdRwcTl9Nn9g"", ""name"": ""image.png"", ""size"": 126948}], ""优先级"": [""P1""], ""状态"": [""处理中""], ""备注"": ""[https://project.feishu.cn/t0k6tk/issue/detail/7005992825](https://project.feishu.cn/t0k6tk/issue/detail/7005992825)"", ""策划"": [{""id"": ""ou_4904430abbf99b4d7d8fa0c21760fbf2"", ""name"": ""刘洋""}], ""提出人"": [{""id"": ""ou_24c7971a3d10e864bce81a21ebe76a41"", ""name"": ""仝夏瀛""}], ""点赞人数"": null, ""创建时间"": ""2026-06-04 14:37:35"", ""点赞/取消人员列表"": null, ""问题描述图片"": [{""file_token"": ""QN8RbZWrJocUiSxENqvcwtFpnCg"", ""name"": ""2026-06-02T02-44-27-837Z-15wq41.jpg"", ""size"": 317208}], ""评分"": null}"
recvkNEWcjdMo6,15,势力值和荣誉的说明按钮点了没反应,P2,,,王嘉西,仝夏瀛,1,2026-06-04 14:37:35,仝夏瀛,,1,1,2,"[""C:\\Users\\Administrator\\Documents\\New project\\feishu_base_export\\attachments\\015_recvkNEWcjdMo6\\截图_01_image.png"", ""C:\\Users\\Administrator\\Documents\\New project\\feishu_base_export\\attachments\\015_recvkNEWcjdMo6\\问题描述图片_01_2026-05-27T08-40-18-756Z-jj0q0u.jpg""]","{""描述"": ""势力值和荣誉的说明按钮点了没反应"", ""截图"": [{""file_token"": ""VXDnbFhpzoM91vxM9QEcggQGntb"", ""name"": ""image.png"", ""size"": 1242072}], ""优先级"": [""P2""], ""状态"": null, ""备注"": null, ""策划"": [{""id"": ""ou_23342d843b34735d36e44ee1efe0c37f"", ""name"": ""王嘉西""}], ""提出人"": [{""id"": ""ou_24c7971a3d10e864bce81a21ebe76a41"", ""name"": ""仝夏瀛""}], ""点赞人数"": 1, ""创建时间"": ""2026-06-04 14:37:35"", ""点赞/取消人员列表"": [{""id"": ""ou_24c7971a3d10e864bce81a21ebe76a41"", ""name"": ""仝夏瀛""}], ""问题描述图片"": [{""file_token"": ""BKDrb0mRvosRFKxfxDScFAufn0f"", ""name"": ""2026-05-27T08-40-18-756Z-jj0q0u.jpg"", ""size"": 415971}], ""评分"": null}"
recvkOu5pv9qS6,16,内城王虫挑战次数为0，点击挑战没反馈,P2,,,王嘉西,仝夏瀛,0,2026-06-04 14:37:35,,,0,1,1,"[""C:\\Users\\Administrator\\Documents\\New project\\feishu_base_export\\attachments\\016_recvkOu5pv9qS6\\问题描述图片_01_2026-05-27T10-04-40-065Z-se1hi8.jpg""]","{""描述"": ""内城王虫挑战次数为0，点击挑战没反馈"", ""截图"": null, ""优先级"": [""P2""], ""状态"": null, ""备注"": null, ""策划"": [{""id"": ""ou_23342d843b34735d36e44ee1efe0c37f"", ""name"": ""王嘉西""}], ""提出人"": [{""id"": ""ou_24c7971a3d10e864bce81a21ebe76a41"", ""name"": ""仝夏瀛""}], ""点赞人数"": null, ""创建时间"": ""2026-06-04 14:37:35"", ""点赞/取消人员列表"": null, ""问题描述图片"": [{""file_token"": ""QfQSb9L3Xonulqxwb6gc3RCtn7e"", ""name"": ""2026-05-27T10-04-40-065Z-se1hi8.jpg"", ""size"": 374914}], ""评分"": null}"
rec27u6z5p5Prg,17,第一次合金不足很无奈，且游戏过程中完全不会意识到将要缺了,P2,,,王嘉西,仝夏瀛,0,2026-06-04 14:37:35,,,0,1,1,"[""C:\\Users\\Administrator\\Documents\\New project\\feishu_base_export\\attachments\\017_rec27u6z5p5Prg\\问题描述图片_01_2026-05-28T01-27-53-540Z-opvk7l.jpg""]","{""描述"": ""第一次合金不足很无奈，且游戏过程中完全不会意识到将要缺了"", ""截图"": null, ""优先级"": [""P2""], ""状态"": null, ""备注"": null, ""策划"": [{""id"": ""ou_23342d843b34735d36e44ee1efe0c37f"", ""name"": ""王嘉西""}], ""提出人"": [{""id"": ""ou_24c7971a3d10e864bce81a21ebe76a41"", ""name"": ""仝夏瀛""}], ""点赞人数"": null, ""创建时间"": ""2026-06-04 14:37:35"", ""点赞/取消人员列表"": null, ""问题描述图片"": [{""file_token"": ""ILhob11pGoNVtMxpA0PcugUAnNj"", ""name"": ""2026-05-28T01-27-53-540Z-opvk7l.jpg"", ""size"": 285819}], ""评分"": null}"
rec27uebIuAJao,18,这里或者王虫上面 可以显示下当前最高可挑战王虫/哪些是可以挑战王虫,P2,,,王嘉西,仝夏瀛,0,2026-06-04 14:37:35,,,1,1,2,"[""C:\\Users\\Administrator\\Documents\\New project\\feishu_base_export\\attachments\\018_rec27uebIuAJao\\截图_01_image.png"", ""C:\\Users\\Administrator\\Documents\\New project\\feishu_base_export\\attachments\\018_rec27uebIuAJao\\问题描述图片_01_2026-05-28T08-55-21-115Z-hagxgy.jpg""]","{""描述"": ""这里或者王虫上面 可以显示下当前最高可挑战王虫/哪些是可以挑战王虫"", ""截图"": [{""file_token"": ""QE3NbVJmEodowrx88V9cpHKrn2b"", ""name"": ""image.png"", ""size"": 1040928}], ""优先级"": [""P2""], ""状态"": null, ""备注"": null, ""策划"": [{""id"": ""ou_23342d843b34735d36e44ee1efe0c37f"", ""name"": ""王嘉西""}], ""提出人"": [{""id"": ""ou_24c7971a3d10e864bce81a21ebe76a41"", ""name"": ""仝夏瀛""}], ""点赞人数"": null, ""创建时间"": ""2026-06-04 14:37:35"", ""点赞/取消人员列表"": null, ""问题描述图片"": [{""file_token"": ""VKR8beh1foaUvsxC6mncwInXni0"", ""name"": ""2026-05-28T08-55-21-115Z-hagxgy.jpg"", ""size"": 371212}], ""评分"": null}"
rec27uvuOsu2BX,19,章节任务的标题和描述有点过于和游戏进程不符了，感觉不太好,P2,,,王嘉西,仝夏瀛,0,2026-06-04 14:37:35,,,0,1,1,"[""C:\\Users\\Administrator\\Documents\\New project\\feishu_base_export\\attachments\\019_rec27uvuOsu2BX\\问题描述图片_01_2026-05-29T01-51-11-761Z-wjjcig.jpg""]","{""描述"": ""章节任务的标题和描述有点过于和游戏进程不符了，感觉不太好"", ""截图"": null, ""优先级"": [""P2""], ""状态"": null, ""备注"": null, ""策划"": [{""id"": ""ou_23342d843b34735d36e44ee1efe0c37f"", ""name"": ""王嘉西""}], ""提出人"": [{""id"": ""ou_24c7971a3d10e864bce81a21ebe76a41"", ""name"": ""仝夏瀛""}], ""点赞人数"": null, ""创建时间"": ""2026-06-04 14:37:35"", ""点赞/取消人员列表"": null, ""问题描述图片"": [{""file_token"": ""OJLlbR057opHGWx3lkzcTcHenbb"", ""name"": ""2026-05-29T01-51-11-761Z-wjjcig.jpg"", ""size"": 416584}], ""评分"": null}"
rec27uzo0XueEM,20,点击复制按钮后，弹一个toast给予反馈“UID（昵称）复制成功”,P2,,,王嘉西,仝夏瀛,0,2026-06-04 14:37:35,,,1,1,2,"[""C:\\Users\\Administrator\\Documents\\New project\\feishu_base_export\\attachments\\020_rec27uzo0XueEM\\截图_01_image.png"", ""C:\\Users\\Administrator\\Documents\\New project\\feishu_base_export\\attachments\\020_rec27uzo0XueEM\\问题描述图片_01_2026-05-29T05-39-33-758Z-vfcmq8.jpg""]","{""描述"": ""点击复制按钮后，弹一个toast给予反馈“UID（昵称）复制成功”"", ""截图"": [{""file_token"": ""ZcywbkCS6okHibxBWkIcLpM0nRg"", ""name"": ""image.png"", ""size"": 68910}], ""优先级"": [""P2""], ""状态"": null, ""备注"": null, ""策划"": [{""id"": ""ou_23342d843b34735d36e44ee1efe0c37f"", ""name"": ""王嘉西""}], ""提出人"": [{""id"": ""ou_24c7971a3d10e864bce81a21ebe76a41"", ""name"": ""仝夏瀛""}], ""点赞人数"": null, ""创建时间"": ""2026-06-04 14:37:35"", ""点赞/取消人员列表"": null, ""问题描述图片"": [{""file_token"": ""NDdRbScK6o3y6Tx7BUhc8YsBnNb"", ""name"": ""2026-05-29T05-39-33-758Z-vfcmq8.jpg"", ""size"": 390311}], ""评分"": null}"
rec27w70gAINlZ,21,城内王虫打过12级之后因为最高等级就是12所以不会升级，导致城外王虫永远都打不了12级王虫,P2,,,王嘉西,仝夏瀛,0,2026-06-04 14:37:35,,,1,1,2,"[""C:\\Users\\Administrator\\Documents\\New project\\feishu_base_export\\attachments\\021_rec27w70gAINlZ\\截图_01_20260602-0310-55.0304943.mp4"", ""C:\\Users\\Administrator\\Documents\\New project\\feishu_base_export\\attachments\\021_rec27w70gAINlZ\\问题描述图片_01_2026-06-02T03-11-39-040Z-ybtovn.jpg""]","{""描述"": ""城内王虫打过12级之后因为最高等级就是12所以不会升级，导致城外王虫永远都打不了12级王虫"", ""截图"": [{""file_token"": ""S33IbGaLdoh065xTjRUcqHELnLg"", ""name"": ""20260602-0310-55.0304943.mp4"", ""size"": 14492435}], ""优先级"": [""P2""], ""状态"": null, ""备注"": null, ""策划"": [{""id"": ""ou_23342d843b34735d36e44ee1efe0c37f"", ""name"": ""王嘉西""}], ""提出人"": [{""id"": ""ou_24c7971a3d10e864bce81a21ebe76a41"", ""name"": ""仝夏瀛""}], ""点赞人数"": null, ""创建时间"": ""2026-06-04 14:37:35"", ""点赞/取消人员列表"": null, ""问题描述图片"": [{""file_token"": ""XTjhbdHXuovqhQx0OcTcHhHVnzb"", ""name"": ""2026-06-02T03-11-39-040Z-ybtovn.jpg"", ""size"": 539422}], ""评分"": null}"
