record_id,row_no,field_name,file_token,original_name,local_path,download_status,download_error
recvkdVvRC7c42,16,截图,MEIPblseFor88zxpswtc8hXOnhe,20260521115539_rec_.mp4,C:\Users\Administrator\Documents\New project\feishu_base_export\attachments\016_recvkdVvRC7c42\截图_01_MEIPblseFo_20260521115539_rec_.mp4,downloaded,
rec27wdLo3OUi2,17,截图,Pb1MbWnkkoUqzixMyGGctlGVnDf,20260602-0946-39.3704136.mp4,C:\Users\Administrator\Documents\New project\feishu_base_export\attachments\017_rec27wdLo3OUi2\截图_01_Pb1MbWnkko_20260602-0946-39.3704136.mp4,downloaded,
rec27Bjvfn1Hff,18,截图,Ip16bXlJTomivGxmg7gcSuFknpg,image.png,C:\Users\Administrator\Documents\New project\feishu_base_export\attachments\018_rec27Bjvfn1Hff\截图_01_Ip16bXlJTo_image.png,downloaded,
rec27BmHsq5w55,19,截图,WbIXbfp4roEatCxLvbrcwas5nac,image.png,C:\Users\Administrator\Documents\New project\feishu_base_export\attachments\019_rec27BmHsq5w55\截图_01_WbIXbfp4ro_image.png,downloaded,
rec27E4LdGoBy6,22,截图,KDGfbEI4BohM2rxl1v5cGZYlnbh,image.png,C:\Users\Administrator\Documents\New project\feishu_base_export\attachments\022_rec27E4LdGoBy6\截图_01_KDGfbEI4Bo_image.png,downloaded,
rec27E4S4zanMI,23,截图,CWMpbGXbaojoTax1oMGc5xnpnBg,F5DA06C890E51AB27551BB259FEF66D6.jpg,C:\Users\Administrator\Documents\New project\feishu_base_export\attachments\023_rec27E4S4zanMI\截图_01_CWMpbGXbao_F5DA06C890E51AB27551BB259FEF66D6.jpg,downloaded,
rec27E4Y4noFYZ,25,截图,QZlbb296noC5wQxn8g5cBliVnsc,image.png,C:\Users\Administrator\Documents\New project\feishu_base_export\attachments\025_rec27E4Y4noFYZ\截图_01_QZlbb296no_image.png,downloaded,
rec27E5bYCNlx3,28,截图,YyH6bTrFeokbUzxu1BMc4Uzsnqh,image.png,C:\Users\Administrator\Documents\New project\feishu_base_export\attachments\028_rec27E5bYCNlx3\截图_01_YyH6bTrFeo_image.png,downloaded,
rec27E7J84LlX0,29,截图,MYqobTTKyoLLkXxtO30cWA9cnmg,image.png,C:\Users\Administrator\Documents\New project\feishu_base_export\attachments\029_rec27E7J84LlX0\截图_01_MYqobTTKyo_image.png,downloaded,
rec27E9jeT8TL8,30,截图,BHGkbhXtZojy7NxWu4FcF8Y5nze,QQ2026622-183728.mp4,C:\Users\Administrator\Documents\New project\feishu_base_export\attachments\030_rec27E9jeT8TL8\截图_01_BHGkbhXtZo_QQ2026622-183728.mp4,downloaded,
rec27EaXSMJHbi,31,截图,SHGJbHC38o3U6OxYpObcZt0enEb,image.png,C:\Users\Administrator\Documents\New project\feishu_base_export\attachments\031_rec27EaXSMJHbi\截图_01_SHGJbHC38o_image.png,downloaded,
rec27ETUCt4gCW,33,截图,Sdzeb0oHOoaqRExEOhccEi8Xn0g,2026-06-24-16-12-21.mp4,C:\Users\Administrator\Documents\New project\feishu_base_export\attachments\033_rec27ETUCt4gCW\截图_01_Sdzeb0oHOo_2026-06-24-16-12-21.mp4,downloaded,
rec27EV1hnYxYN,34,截图,TiDabVPEqoBUpyxvrX2cK6lynkf,2026-06-24-17-16-55.mp4,C:\Users\Administrator\Documents\New project\feishu_base_export\attachments\034_rec27EV1hnYxYN\截图_01_TiDabVPEqo_2026-06-24-17-16-55.mp4,downloaded,
rec27EX3HJEJbJ,35,截图,ZCKBbGewgoZjlkx3TBgcFzojn0e,image.png,C:\Users\Administrator\Documents\New project\feishu_base_export\attachments\035_rec27EX3HJEJbJ\截图_01_ZCKBbGewgo_image.png,downloaded,
rec27EXAqdBpRp,36,截图,Kiz0bsMyGoXcKYxfxIPctoR4nJf,image.png,C:\Users\Administrator\Documents\New project\feishu_base_export\attachments\036_rec27EXAqdBpRp\截图_01_Kiz0bsMyGo_image.png,downloaded,
rec27EY1rBDPex,37,截图,JqcFbfQNYoMQoFxYOCMcHrYTnCh,QQ2026624-201234.mp4,C:\Users\Administrator\Documents\New project\feishu_base_export\attachments\037_rec27EY1rBDPex\截图_01_JqcFbfQNYo_QQ2026624-201234.mp4,downloaded,
rec27EY1rBDPex,37,截图,Sbv2b3Pd3owfZ7xQwUpcVOJunGf,image.png,C:\Users\Administrator\Documents\New project\feishu_base_export\attachments\037_rec27EY1rBDPex\截图_02_Sbv2b3Pd3o_image.png,downloaded,
rec27EY1rBDPex,37,截图,UE1tbwLt5ozxQex7xVicfHfMn6c,image.png,C:\Users\Administrator\Documents\New project\feishu_base_export\attachments\037_rec27EY1rBDPex\截图_03_UE1tbwLt5o_image.png,downloaded,
rec27EY5NCcj79,38,截图,ZYB8bDFvboixX7xYJIWcOy2Yn7g,7e33b247fdadaa4ab849a9937121e00e.mp4,C:\Users\Administrator\Documents\New project\feishu_base_export\attachments\038_rec27EY5NCcj79\截图_01_ZYB8bDFvbo_7e33b247fdadaa4ab849a9937121e00e.mp4,downloaded,
rec27EY5NCcj79,38,截图,OyiibZAclov83txekFJciAEVnCh,image.png,C:\Users\Administrator\Documents\New project\feishu_base_export\attachments\038_rec27EY5NCcj79\截图_02_OyiibZAclo_image.png,downloaded,
